violation_id,timestamp,location,violation_type,vehicle_type,severity
V01959,2025-08-19 15:56:39.666224,"40.7128,-74.0060",Speeding,Motorcycle,5
V01960,2025-08-03 23:47:39.666224,INT001,Speeding,Bus,2
V01961,2025-10-14 06:32:39.666224,INT004,Speeding,Car,3
V01962,2025-08-18 16:33:39.666224,INT003,Illegal Parking,Motorcycle,3
V01963,2025-10-06 15:10:39.666224,INT005,Illegal Parking,Bus,2
V01964,2025-10-10 00:35:39.666224,"51.5074,-0.1278",Speeding,Car,1
V01965,2025-10-02 21:52:39.666224,INT004,Speeding,,5
V01966,malformed,INT001,Unknown,Truck,1
V01967,2025-10-05 22:48:39.666224,"34.0522,-118.2437",Illegal Turn,Truck,4
V01968,2025-09-25 19:54:39.666224,"51.5074,-0.1278",Red Light,Truck,3
V01969,2025-09-05 21:51:39.666224,INT003,Illegal Turn,,3
V01970,2025-08-25 20:20:39.666224,"40.7128,-74.0060",Unknown,,1
V01971,2025-10-04 17:01:39.666224,INT005,Speeding,Bus,5
V01972,2025-09-10 11:39:39.666224,INT004,Illegal Parking,Bus,1
V01973,2025-10-06 15:44:39.666224,"48.8566,2.3522",Red Light,Motorcycle,1
V01974,malformed,"48.8566,2.3522",Red Light,Bus,1
V01975,2025-08-02 12:52:39.666224,INT004,Illegal Parking,Bus,1
V01976,malformed,"34.0522,-118.2437",Illegal Turn,Car,5
V01977,2025-09-22 20:50:39.666224,INT002,Illegal Parking,,1
V01978,2025-09-26 03:56:39.666224,INT002,Illegal Parking,,3
V01979,2025-09-22 18:10:39.666224,INT004,Illegal Turn,,5
V01980,2025-08-30 08:44:39.666224,"51.5074,-0.1278",Unknown,Truck,1
V01981,2025-08-19 06:03:39.666224,INT004,Speeding,Motorcycle,3
V01982,2025-10-10 00:51:39.666224,INT002,Red Light,Car,2
V01983,2025-09-17 10:20:39.666224,INT005,Illegal Parking,Truck,1
V01984,2025-09-13 21:40:39.666224,"48.8566,2.3522",Red Light,Bus,2
V01985,2025-10-14 23:27:39.666224,"51.5074,-0.1278",Speeding,Motorcycle,1
V01986,2025-10-26 17:36:39.666224,"48.8566,2.3522",Illegal Turn,Truck,1
V01987,malformed,"51.5074,-0.1278",Speeding,,4
V01988,malformed,"51.5074,-0.1278",Speeding,Bus,5
V01989,2025-08-06 17:01:39.666224,"48.8566,2.3522",Illegal Parking,Bus,5
V01990,2025-09-12 00:59:39.666224,"40.7128,-74.0060",Illegal Turn,Truck,3
V01991,2025-10-04 09:29:39.666224,INT001,Speeding,Bus,5
V01992,2025-09-16 08:17:39.666224,INT004,Illegal Parking,Truck,3
V01993,2025-08-02 04:21:39.666224,"34.0522,-118.2437",Speeding,Truck,4
V01994,2025-08-10 01:13:39.666224,"51.5074,-0.1278",Speeding,Motorcycle,4
V01995,2025-10-25 17:17:39.666224,"48.8566,2.3522",Unknown,Truck,4
V01996,malformed,"48.8566,2.3522",Red Light,Truck,4
V01997,2025-09-15 16:08:39.666224,INT004,Unknown,Motorcycle,5
V01998,2025-09-21 03:18:39.666224,"51.5074,-0.1278",Speeding,Car,3
V01999,2025-09-29 21:20:39.666224,INT003,Red Light,Motorcycle,5
V02000,2025-09-04 07:50:39.666224,"40.7128,-74.0060",Illegal Turn,Car,5
V02001,2025-10-20 09:07:39.666224,INT004,Red Light,Motorcycle,3
V02002,2025-07-29 17:24:39.666224,"34.0522,-118.2437",Speeding,Truck,4
V02003,2025-08-18 09:06:39.666224,"34.0522,-118.2437",Speeding,Car,1
V02004,2025-08-17 23:48:39.666224,INT005,Illegal Parking,,4
V02005,2025-09-28 12:41:39.666224,INT004,Illegal Parking,,4
V02006,2025-10-13 12:09:39.666224,"34.0522,-118.2437",Illegal Turn,,5
V02007,2025-09-08 15:03:39.666224,INT005,Red Light,Bus,5
V02008,2025-08-11 03:39:39.666224,INT003,Red Light,Car,5
V02009,2025-09-03 15:48:39.666224,"34.0522,-118.2437",Illegal Turn,Motorcycle,3
V02010,2025-08-30 04:54:39.666224,INT001,Speeding,Motorcycle,4
V02011,2025-08-07 11:51:39.666224,"51.5074,-0.1278",Unknown,Motorcycle,5
V02012,2025-09-16 17:08:39.666224,"48.8566,2.3522",Speeding,Car,4
V02013,2025-09-10 14:51:39.666224,"34.0522,-118.2437",Unknown,Motorcycle,4
V02014,2025-09-28 04:35:39.666224,"40.7128,-74.0060",Speeding,Car,4
V02015,2025-09-20 17:48:39.666224,INT004,Illegal Parking,Motorcycle,1
V02016,2025-08-26 02:45:39.666224,"34.0522,-118.2437",Illegal Parking,Bus,5
V02017,2025-09-15 16:01:39.666224,"40.7128,-74.0060",Illegal Turn,Bus,5
V02018,2025-09-17 07:11:39.666224,INT001,Speeding,Car,3
V02019,2025-08-06 22:30:39.666224,"40.7128,-74.0060",Unknown,Bus,4
V02020,malformed,"40.7128,-74.0060",Unknown,Car,2
V02021,2025-09-03 01:22:39.666224,INT002,Illegal Turn,Bus,3
V02022,2025-08-15 05:21:39.666224,INT003,Illegal Turn,,2
V02023,2025-08-21 20:39:39.666224,INT001,Illegal Parking,Truck,5
V02024,2025-09-17 22:25:39.666224,"40.7128,-74.0060",Illegal Parking,Truck,1
V02025,malformed,INT002,Illegal Turn,Truck,5
V02026,2025-08-24 12:04:39.666224,"34.0522,-118.2437",Speeding,Car,2
V02027,2025-08-15 08:11:39.666224,INT003,Illegal Parking,Bus,1
V02028,2025-10-18 19:14:39.666224,INT004,Unknown,Truck,5
V02029,2025-08-29 03:32:39.666224,"48.8566,2.3522",Red Light,Truck,1
V02030,2025-10-21 02:15:39.666224,INT005,Illegal Parking,Truck,1
V02031,malformed,INT002,Illegal Parking,Bus,2
V02032,2025-10-26 07:26:39.666224,INT002,Unknown,Motorcycle,3
V02033,2025-08-09 15:50:39.666224,INT002,Illegal Turn,Motorcycle,1
V02034,2025-09-18 23:10:39.666224,"51.5074,-0.1278",Illegal Turn,Car,3
V02035,2025-09-13 08:33:39.666224,INT004,Illegal Turn,Bus,1
V02036,2025-10-11 19:29:39.666224,INT005,Red Light,Car,3
V02037,2025-09-01 23:19:39.666224,INT005,Illegal Turn,Motorcycle,2
V02038,2025-08-19 21:15:39.666224,INT005,Red Light,Truck,5
V02039,2025-10-17 00:51:39.666224,INT002,Speeding,Car,4
V02040,malformed,INT003,Illegal Parking,Truck,4
V02041,2025-10-08 18:14:39.666224,"48.8566,2.3522",Speeding,Bus,4
V02042,2025-08-25 12:27:39.666224,INT003,Red Light,Bus,4
V02043,2025-08-31 22:01:39.666224,INT003,Illegal Turn,Car,1
V02044,2025-08-29 19:09:39.666224,INT002,Speeding,Motorcycle,2
V02045,2025-08-26 10:18:39.666224,"40.7128,-74.0060",Red Light,Car,2
V02046,2025-09-15 07:47:39.666224,"51.5074,-0.1278",Red Light,Car,5
V02047,2025-10-19 21:45:39.666224,INT005,Unknown,Bus,5
V02048,2025-10-12 04:49:39.666224,"48.8566,2.3522",Speeding,,5
V02049,2025-08-27 15:57:39.666224,"51.5074,-0.1278",Illegal Parking,,1
V02050,2025-08-13 14:44:39.666224,"51.5074,-0.1278",Unknown,Car,2
V02051,2025-08-28 14:01:39.666224,INT004,Illegal Parking,Car,4
V02052,2025-10-10 06:20:39.666224,INT003,Speeding,,5
V02053,2025-10-02 07:49:39.666224,INT002,Illegal Turn,Truck,3
V02054,2025-08-25 16:59:39.666224,"34.0522,-118.2437",Illegal Parking,,4
V02055,2025-08-18 18:42:39.666224,"34.0522,-118.2437",Illegal Turn,Motorcycle,3
V02056,2025-09-09 19:44:39.666224,"51.5074,-0.1278",Illegal Turn,Car,4
V02057,2025-10-11 04:32:39.666224,INT004,Red Light,,1
V02058,2025-09-07 06:50:39.666224,INT005,Red Light,,4
V02059,2025-09-17 01:24:39.666224,INT005,Unknown,Motorcycle,4
V02060,malformed,INT002,Illegal Parking,,5
V02061,2025-08-22 06:10:39.666224,"40.7128,-74.0060",Unknown,Car,1
V02062,2025-08-08 23:00:39.666224,"51.5074,-0.1278",Illegal Parking,Bus,4
V02063,2025-09-16 13:02:39.666224,INT001,Unknown,Truck,1
V02064,2025-07-30 08:52:39.666224,"40.7128,-74.0060",Illegal Turn,Bus,5
V02065,2025-10-10 05:28:39.666224,"51.5074,-0.1278",Illegal Parking,Car,1
V02066,2025-09-28 04:42:39.666224,INT002,Speeding,Car,4
V02067,2025-10-15 00:45:39.666224,INT001,Unknown,,4
V02068,2025-08-24 11:54:39.666224,INT003,Unknown,Motorcycle,1
V02069,2025-09-09 14:10:39.666224,"51.5074,-0.1278",Unknown,Motorcycle,4
V02070,2025-09-10 10:18:39.666224,"48.8566,2.3522",Illegal Parking,Motorcycle,3
V02071,2025-08-05 16:31:39.666224,INT005,Illegal Turn,Bus,3
V02072,2025-08-06 00:21:39.666224,INT004,Unknown,Car,4
V02073,2025-08-04 08:33:39.666224,INT003,Illegal Parking,Truck,5
V02074,2025-09-16 00:43:39.666224,INT002,Illegal Turn,,5
V02075,2025-09-18 19:02:39.666224,"51.5074,-0.1278",Speeding,Truck,3
V02076,2025-10-06 04:37:39.666224,"34.0522,-118.2437",Red Light,Truck,3
V02077,2025-08-25 22:12:39.666224,INT003,Illegal Turn,,4
V02078,2025-08-12 16:50:39.666224,"34.0522,-118.2437",Illegal Turn,Bus,2
V02079,2025-09-28 16:34:39.666224,INT002,Red Light,Motorcycle,4
V02080,2025-08-25 14:40:39.666224,INT001,Red Light,Truck,1
V02081,2025-09-17 19:43:39.666224,"48.8566,2.3522",Illegal Parking,Motorcycle,4
V02082,2025-10-03 06:51:39.666224,"48.8566,2.3522",Illegal Turn,Motorcycle,2
V02083,2025-08-22 05:50:39.666224,"48.8566,2.3522",Unknown,Bus,5
V02084,2025-09-04 20:36:39.666224,"48.8566,2.3522",Unknown,Motorcycle,5
V02085,2025-10-15 07:45:39.666224,"51.5074,-0.1278",Red Light,Car,5
V02086,2025-08-01 21:46:39.666224,INT005,Unknown,,1
V02087,2025-09-15 14:01:39.666224,INT002,Illegal Parking,Car,3
V02088,2025-08-05 13:36:39.666224,INT001,Red Light,Bus,1
V02089,2025-10-24 09:52:39.666224,INT001,Unknown,Bus,3
V02090,2025-08-29 13:14:39.666224,INT001,Speeding,Motorcycle,1
V02091,2025-08-04 13:43:39.666224,INT005,Speeding,Motorcycle,5
V02092,2025-08-12 01:57:39.666224,INT002,Speeding,Car,5
V02093,2025-08-14 17:38:39.666224,INT003,Speeding,Motorcycle,3
V02094,2025-08-22 03:01:39.666224,"48.8566,2.3522",Speeding,Bus,2
V02095,2025-10-19 13:41:39.666224,"40.7128,-74.0060",Illegal Parking,Truck,1
V02096,2025-08-11 21:41:39.666224,INT004,Illegal Parking,Truck,3
V02097,2025-08-11 05:06:39.666224,"40.7128,-74.0060",Red Light,Truck,2
V02098,2025-09-03 14:46:39.666224,INT005,Illegal Parking,Motorcycle,3
V02099,2025-09-23 15:40:39.666224,"51.5074,-0.1278",Illegal Turn,,5
V02100,2025-09-30 23:36:39.666224,INT005,Illegal Parking,Motorcycle,2
V02101,2025-08-13 00:44:39.666224,"40.7128,-74.0060",Red Light,Motorcycle,2
V02102,malformed,INT002,Illegal Turn,Bus,3
V02103,2025-08-03 03:15:39.666224,"40.7128,-74.0060",Red Light,Bus,5
V02104,2025-09-08 07:15:39.666224,INT003,Unknown,,4
V02105,2025-10-22 14:26:39.666224,"34.0522,-118.2437",Unknown,Bus,1
V02106,2025-09-07 11:06:39.666224,"51.5074,-0.1278",Illegal Parking,Motorcycle,4
V02107,2025-10-17 17:33:39.666224,INT002,Illegal Turn,Motorcycle,5
V02108,2025-10-01 15:51:39.666224,INT005,Unknown,Truck,1
V02109,2025-08-25 00:37:39.666224,INT001,Speeding,,2
V02110,2025-09-25 17:42:39.666224,"48.8566,2.3522",Red Light,,4
V02111,2025-09-18 21:57:39.666224,"48.8566,2.3522",Red Light,,5
V02112,2025-08-11 22:56:39.666224,INT001,Illegal Parking,,1
V02113,2025-09-01 23:13:39.666224,INT001,Unknown,,1
V02114,2025-09-03 15:38:39.666224,"48.8566,2.3522",Illegal Parking,Bus,4
V02115,2025-08-14 07:41:39.666224,"48.8566,2.3522",Unknown,,5
V02116,2025-08-09 16:50:39.666224,INT002,Red Light,Truck,4
V02117,2025-08-23 16:26:39.666224,INT004,Illegal Turn,Truck,1
V02118,2025-09-01 15:06:39.666224,"40.7128,-74.0060",Speeding,Car,3
V02119,2025-09-07 04:39:39.666224,INT002,Illegal Parking,Truck,4
V02120,2025-08-07 01:34:39.666224,INT004,Speeding,,1
V02121,2025-10-25 02:10:39.666224,INT001,Illegal Parking,Car,5
V02122,2025-10-05 13:41:39.666224,INT001,Speeding,Truck,3
V02123,2025-09-12 03:06:39.666224,INT005,Unknown,Motorcycle,4
V02124,2025-08-05 20:28:39.666224,"40.7128,-74.0060",Unknown,Motorcycle,2
V02125,2025-07-29 16:42:39.666224,INT002,Speeding,Bus,1
V02126,2025-10-23 01:52:39.666224,"40.7128,-74.0060",Unknown,Car,1
V02127,2025-08-21 04:22:39.666224,INT002,Illegal Parking,,5
V02128,2025-08-14 01:35:39.666224,INT004,Illegal Parking,Bus,2
V02129,2025-10-13 05:04:39.666224,INT005,Speeding,Car,3
V02130,2025-08-12 23:22:39.666224,"51.5074,-0.1278",Unknown,Motorcycle,2
V02131,2025-08-16 16:42:39.666224,"48.8566,2.3522",Unknown,Motorcycle,4
V02132,2025-09-17 01:29:39.666224,"40.7128,-74.0060",Speeding,Motorcycle,3
V02133,2025-08-29 16:16:39.666224,"51.5074,-0.1278",Illegal Parking,Car,4
V02134,2025-09-02 09:37:39.666224,INT002,Red Light,Truck,4
V02135,2025-10-07 17:59:39.666224,INT002,Unknown,Truck,2
V02136,2025-08-07 00:45:39.666224,"48.8566,2.3522",Speeding,Truck,2
V02137,2025-08-03 13:41:39.666224,INT001,Red Light,Truck,3
V02138,2025-10-04 00:30:39.666224,INT001,Speeding,Bus,5
V02139,2025-08-18 15:35:39.666224,"48.8566,2.3522",Illegal Parking,Motorcycle,2
V02140,2025-09-25 09:22:39.666224,INT002,Unknown,Bus,1
V02141,2025-10-07 13:31:39.666224,"51.5074,-0.1278",Red Light,Car,5
V02142,2025-10-22 08:57:39.666224,"48.8566,2.3522",Illegal Turn,Motorcycle,1
V02143,2025-10-13 09:41:39.666224,"48.8566,2.3522",Speeding,Bus,5
V02144,2025-09-24 00:07:39.666224,"48.8566,2.3522",Unknown,,3
V02145,2025-09-03 23:00:39.666224,INT004,Illegal Turn,Truck,5
V02146,malformed,INT004,Illegal Parking,Truck,3
V02147,2025-08-13 22:33:39.666224,INT005,Illegal Turn,Bus,1
V02148,2025-08-13 09:59:39.666224,"34.0522,-118.2437",Speeding,,2
V02149,2025-09-10 17:11:39.666224,INT004,Speeding,Bus,3
V02150,2025-08-03 13:06:39.666224,"51.5074,-0.1278",Illegal Parking,Truck,5
V02151,2025-09-24 18:07:39.666224,"34.0522,-118.2437",Illegal Parking,,1
V02152,2025-10-26 21:14:39.666224,INT004,Illegal Turn,Truck,5
V02153,2025-08-22 23:54:39.666224,INT003,Speeding,,3
V02154,2025-09-24 02:00:39.666224,INT004,Illegal Turn,,4
V02155,2025-09-04 15:25:39.666224,"48.8566,2.3522",Illegal Turn,Car,3
V02156,malformed,INT004,Speeding,Bus,1
V02157,2025-10-10 22:07:39.666224,INT003,Illegal Turn,Bus,1
V02158,2025-09-09 12:45:39.666224,INT002,Illegal Turn,Motorcycle,1
V02159,2025-09-11 02:50:39.666224,"51.5074,-0.1278",Speeding,Truck,1
V02160,2025-10-10 14:41:39.666224,INT001,Illegal Turn,,4
V02161,2025-10-11 13:06:39.666224,INT001,Red Light,Bus,4
V02162,2025-10-06 22:56:39.666224,INT004,Illegal Parking,Bus,5
V02163,malformed,INT002,Illegal Turn,Motorcycle,4
V02164,2025-09-18 09:01:39.666224,INT002,Unknown,Bus,5
V02165,2025-09-06 04:11:39.666224,"40.7128,-74.0060",Unknown,Motorcycle,4
V02166,2025-08-28 10:12:39.666224,INT002,Speeding,Truck,3
V02167,2025-09-27 10:13:39.666224,INT001,Unknown,Truck,4
V02168,2025-08-06 18:27:39.666224,"34.0522,-118.2437",Illegal Parking,Car,5
V02169,2025-07-31 12:10:39.666224,"34.0522,-118.2437",Unknown,Truck,1
V02170,2025-10-26 01:10:39.666224,INT005,Illegal Parking,Bus,1
V02171,2025-08-17 23:09:39.666224,INT002,Illegal Parking,Motorcycle,5
V02172,malformed,INT001,Unknown,Bus,4
V02173,2025-10-07 16:24:39.666224,INT002,Illegal Turn,Car,2
V02174,2025-08-06 18:38:39.666224,INT001,Unknown,Truck,5
V02175,2025-10-15 05:06:39.666224,INT001,Unknown,Car,5
V02176,2025-09-18 03:19:39.666224,INT005,Illegal Parking,,3
V02177,2025-09-11 06:29:39.666224,INT005,Red Light,Car,4
V02178,2025-10-13 17:19:39.666224,INT005,Red Light,,3
V02179,2025-08-29 14:49:39.666224,"48.8566,2.3522",Illegal Turn,,3
V02180,2025-10-17 14:50:39.666224,INT005,Illegal Turn,Bus,5
V02181,2025-09-06 17:27:39.666224,INT005,Illegal Turn,Car,5
V02182,2025-08-16 23:59:39.666224,INT005,Unknown,Truck,2
V02183,2025-10-04 18:32:39.666224,INT004,Speeding,Truck,5
V02184,2025-10-13 16:19:39.666224,"48.8566,2.3522",Illegal Parking,,2
V02185,2025-09-04 10:50:39.666224,INT004,Unknown,Car,2
V02186,2025-10-01 20:38:39.666224,"40.7128,-74.0060",Speeding,Car,1
V02187,2025-08-26 08:28:39.666224,INT004,Illegal Turn,Bus,1
V02188,2025-09-10 11:38:39.666224,INT001,Illegal Turn,,5
V02189,2025-10-22 11:26:39.666224,"40.7128,-74.0060",Illegal Parking,Bus,4
V02190,2025-08-12 15:30:39.666224,INT001,Illegal Parking,,4
V02191,2025-09-03 05:03:39.666224,"34.0522,-118.2437",Speeding,Bus,4
V02192,2025-09-10 17:56:39.666224,INT005,Unknown,Truck,5
V02193,2025-08-13 18:47:39.666224,"40.7128,-74.0060",Illegal Turn,Car,2
V02194,2025-07-31 05:29:39.666224,INT004,Unknown,,1
V02195,2025-10-19 05:42:39.666224,INT005,Speeding,Car,1
V02196,2025-09-26 19:48:39.666224,"51.5074,-0.1278",Red Light,Bus,4
V02197,2025-10-06 05:57:39.666224,"51.5074,-0.1278",Unknown,Bus,5
V02198,2025-09-28 07:30:39.666224,"51.5074,-0.1278",Red Light,Truck,5
V02199,2025-08-11 09:38:39.666224,INT005,Speeding,Bus,2
V02200,2025-10-17 22:28:39.666224,"34.0522,-118.2437",Red Light,Car,1
V02201,2025-09-13 22:00:39.666224,INT001,Illegal Parking,Car,1
V02202,2025-09-09 11:28:39.666224,INT001,Red Light,Truck,4
V02203,2025-09-26 05:48:39.666224,INT003,Red Light,Bus,5
V02204,2025-10-20 15:52:39.666224,INT003,Illegal Turn,,2
V02205,2025-08-10 19:17:39.666224,"48.8566,2.3522",Red Light,Bus,4
V02206,2025-08-25 10:40:39.666224,INT002,Red Light,Motorcycle,2
V02207,2025-08-25 13:18:39.666224,INT002,Red Light,Bus,4
V02208,2025-09-17 21:48:39.666224,"40.7128,-74.0060",Speeding,Car,4
V02209,2025-08-23 15:43:39.666224,INT002,Illegal Turn,Motorcycle,2
V02210,2025-09-01 05:49:39.666224,"34.0522,-118.2437",Illegal Parking,Motorcycle,5
V02211,2025-07-31 03:48:39.666224,INT004,Red Light,Bus,1
V02212,2025-10-25 06:15:39.666224,"48.8566,2.3522",Red Light,,5
V02213,2025-09-11 02:57:39.666224,"48.8566,2.3522",Red Light,Car,4
V02214,2025-08-25 21:18:39.666224,"48.8566,2.3522",Red Light,Bus,2
V02215,2025-10-25 01:23:39.666224,INT001,Red Light,,3
V02216,2025-08-31 04:02:39.666224,INT005,Illegal Parking,Truck,1
V02217,2025-08-24 21:08:39.666224,"51.5074,-0.1278",Red Light,Car,2
V02218,2025-08-25 13:56:39.666224,INT004,Illegal Parking,Motorcycle,5
V02219,2025-09-22 04:49:39.666224,"40.7128,-74.0060",Illegal Parking,Motorcycle,1
V02220,2025-09-18 20:35:39.666224,INT003,Speeding,Car,4
V02221,2025-07-29 22:42:39.666224,INT004,Red Light,Motorcycle,5
V02222,2025-10-10 05:40:39.666224,INT005,Red Light,Truck,2
V02223,2025-09-09 11:06:39.666224,INT005,Illegal Parking,,2
V02224,2025-08-14 06:13:39.666224,"51.5074,-0.1278",Speeding,Motorcycle,2
V02225,malformed,INT005,Unknown,Bus,4
V02226,2025-09-17 12:17:39.666224,INT002,Illegal Parking,Motorcycle,1
V02227,2025-09-07 17:17:39.666224,"40.7128,-74.0060",Red Light,Bus,5
V02228,2025-09-29 17:37:39.668228,"40.7128,-74.0060",Speeding,Car,1
V02229,2025-07-31 04:34:39.668228,INT004,Illegal Turn,Motorcycle,2
V02230,2025-10-07 09:58:39.668228,INT002,Red Light,Bus,1
V02231,malformed,INT002,Speeding,,4
V02232,2025-09-19 07:01:39.668228,"48.8566,2.3522",Unknown,,2
V02233,malformed,"34.0522,-118.2437",Illegal Turn,,2
V02234,2025-08-29 07:40:39.668228,"34.0522,-118.2437",Unknown,Motorcycle,4
V02235,malformed,INT004,Unknown,Truck,3
V02236,2025-09-27 16:09:39.668228,"34.0522,-118.2437",Speeding,Bus,5
V02237,2025-10-01 12:45:39.668228,INT004,Speeding,Motorcycle,5
V02238,2025-09-20 23:58:39.668228,INT004,Unknown,Car,2
V02239,2025-10-13 21:19:39.668228,"48.8566,2.3522",Illegal Parking,Bus,3
V02240,2025-08-22 14:36:39.668228,INT001,Illegal Turn,,1
V02241,2025-10-09 01:06:39.668228,INT003,Unknown,Motorcycle,5
V02242,2025-10-09 06:13:39.668228,"34.0522,-118.2437",Illegal Parking,,3
V02243,2025-09-21 03:24:39.668228,INT002,Illegal Parking,,1
V02244,2025-08-04 06:48:39.668228,INT001,Illegal Parking,Car,5
V02245,2025-07-29 15:51:39.668228,INT001,Illegal Turn,Motorcycle,1
V02246,2025-08-21 08:01:39.668228,INT004,Unknown,Motorcycle,5
V02247,2025-09-16 17:01:39.668228,INT002,Red Light,,1
V02248,2025-10-05 11:16:39.668228,"34.0522,-118.2437",Illegal Turn,Bus,1
V02249,malformed,INT003,Red Light,,3
V02250,2025-10-27 09:57:39.668228,"48.8566,2.3522",Unknown,Motorcycle,1
V02251,2025-10-26 11:11:39.668228,"51.5074,-0.1278",Speeding,Bus,1
V02252,2025-08-10 02:49:39.668228,INT002,Speeding,Car,1
V02253,2025-08-23 22:29:39.668228,INT002,Red Light,Car,4
V02254,2025-08-14 06:48:39.668228,INT003,Illegal Turn,Bus,3
V02255,2025-08-15 02:56:39.668228,"40.7128,-74.0060",Unknown,Car,2
V02256,malformed,"34.0522,-118.2437",Unknown,Car,1
V02257,2025-09-10 01:12:39.668228,INT005,Illegal Turn,Car,1
V02258,malformed,INT003,Speeding,Truck,3
V02259,2025-08-29 13:07:39.668228,INT003,Speeding,,1
V02260,2025-09-25 01:44:39.668228,INT003,Illegal Turn,Car,2
V02261,2025-10-02 13:45:39.668228,"40.7128,-74.0060",Illegal Turn,,3
V02262,2025-09-05 14:46:39.668228,"51.5074,-0.1278",Red Light,Truck,2
V02263,2025-09-17 10:51:39.668228,INT002,Speeding,Bus,5
V02264,2025-10-19 06:22:39.668228,INT005,Illegal Turn,Truck,5
V02265,2025-09-19 14:48:39.668228,INT005,Red Light,Bus,5
V02266,2025-08-03 02:27:39.668228,INT003,Speeding,Truck,2
V02267,2025-09-19 08:10:39.668228,INT004,Red Light,,2
V02268,2025-10-04 22:30:39.668228,"34.0522,-118.2437",Red Light,Motorcycle,5
V02269,2025-09-15 13:24:39.668228,INT003,Illegal Parking,Bus,2
V02270,2025-09-28 08:18:39.668228,INT004,Illegal Parking,Motorcycle,2
V02271,2025-10-13 19:06:39.668228,INT003,Unknown,,3
V02272,2025-09-17 03:20:39.668228,INT002,Unknown,Car,1
V02273,2025-07-30 01:26:39.668228,INT005,Illegal Turn,Truck,2
V02274,2025-09-06 10:50:39.668228,INT005,Illegal Parking,Truck,5
V02275,2025-08-07 23:32:39.668228,INT001,Red Light,,4
V02276,2025-08-30 19:04:39.668228,"48.8566,2.3522",Illegal Turn,Truck,4
V02277,2025-10-09 16:29:39.668228,"48.8566,2.3522",Illegal Parking,Bus,3
V02278,2025-09-07 19:44:39.668228,"34.0522,-118.2437",Speeding,Motorcycle,4
V02279,2025-09-08 17:02:39.668228,INT003,Illegal Turn,,1
V02280,2025-09-10 18:42:39.668228,INT005,Illegal Turn,Motorcycle,4
V02281,2025-10-04 13:55:39.668228,INT005,Illegal Turn,Car,4
V02282,2025-09-11 16:50:39.668228,INT001,Illegal Parking,Truck,1
V02283,2025-10-11 05:56:39.668228,INT005,Speeding,,3
V02284,2025-10-12 09:31:39.668228,INT002,Red Light,Car,1
V02285,2025-09-25 03:44:39.668228,INT001,Unknown,Motorcycle,1
V02286,2025-07-30 23:22:39.668228,INT002,Red Light,Truck,5
V02287,2025-10-22 03:46:39.668228,INT005,Illegal Turn,,5
V02288,2025-09-06 20:57:39.668228,INT001,Unknown,Motorcycle,2
V02289,2025-10-04 12:27:39.668228,"34.0522,-118.2437",Red Light,Motorcycle,2
V02290,2025-08-19 05:03:39.668228,INT004,Unknown,Truck,3
V02291,2025-09-27 23:32:39.668228,"40.7128,-74.0060",Unknown,Motorcycle,4
V02292,2025-10-06 07:14:39.668228,"34.0522,-118.2437",Illegal Turn,Car,3
V02293,2025-09-19 14:19:39.668228,"40.7128,-74.0060",Illegal Parking,Motorcycle,2
V02294,2025-09-11 00:24:39.668228,INT002,Illegal Parking,Truck,1
V02295,2025-09-17 12:04:39.668228,"40.7128,-74.0060",Speeding,Car,4
V02296,2025-07-30 09:02:39.668228,"51.5074,-0.1278",Red Light,Motorcycle,3
V02297,2025-10-24 20:09:39.668228,"34.0522,-118.2437",Speeding,Truck,1
V02298,2025-08-29 23:48:39.668228,INT005,Illegal Turn,Car,2
V02299,2025-07-31 22:05:39.668228,"48.8566,2.3522",Illegal Turn,Motorcycle,3
V02300,2025-08-13 13:47:39.668228,"40.7128,-74.0060",Illegal Turn,Truck,1
V02301,2025-10-01 16:25:39.668228,INT004,Illegal Turn,Bus,5
V02302,2025-08-31 23:12:39.668228,"40.7128,-74.0060",Red Light,Motorcycle,3
V02303,2025-08-08 21:37:39.668228,INT001,Illegal Turn,Car,3
V02304,2025-09-19 08:54:39.668228,"51.5074,-0.1278",Unknown,,1
V02305,2025-08-03 13:41:39.668228,"48.8566,2.3522",Speeding,Car,2
V02306,2025-08-23 18:05:39.668228,INT004,Illegal Parking,Truck,1
V02307,2025-09-28 09:06:39.668228,INT004,Red Light,Car,3
V02308,2025-10-09 15:12:39.668228,"34.0522,-118.2437",Illegal Parking,Car,2
V02309,2025-09-09 10:36:39.668228,INT002,Unknown,Car,2
